,title,author,date,text
122,Расстроенная семья острожками и подозрениями,Екатерина II,," Смущена! от чего? Она идет, я вас уверяю, по своей воле, а не с принуждения. Жених, сколько снаружи судить можно, к ней кажется довольно страстен. Я сие слышу впервые. Меня! А что же еще? Что дать бы мог! То почти так было доныне. Теперь выдают сестру; a по её замужстве, может статься, родители мои расположат  инако. Я... я их люблю и почитаю. Они всегда об нас имели самое горячее попечение. Они об нас поныне располагали лучше, нежели мы сами. Упреждали все наши нужды, надобности и даже до удовольствия и веселья. Теперь нельзя договорить... ждут."
123,Расстроенная семья острожками и подозрениями,Екатерина II,," Я от вас, мой друг, не скрою: я на час дойду к Прелесте, хочу посмотреть, какова она  и что ей сделалось."
124,Расстроенная семья острожками и подозрениями,Екатерина II,," Господин Двораброд, жена моя мне сказывала, что вы ждете здесь моего ответа о вашем  доме, но я так скоро еще не могу решиться, нужен ли мне ваш дом, или нет. Доныне, все шло как мне желалось. Покупка дома или непокупка немного оных составляет. Мы с женою живем в согласии, а дети нам послушны. Сему примеру я не следую; моя жена поступает по моей воле. Моя жена не хитра, но без лукавства. Кто бы как ни разумел, но в самом деле оно так. Я же мало с кем знаюсь, живу с своею семьею, друзья меня посещают, иль я езжу к ним;  число их не велико, из них главный Предын. Да он... Что же вас тут приводит в удивление? Нет, скажите, какое вы об нем имеете сомнение? Какие? Скажите, что б ни было; я друг истинный Предыну. Мы вместе выросли и воспитаиы. Я! Я!.. о! нельзя статься!.. это сущая ложь. Кто, Добрин? Нет, договорите. Одним разом довольно вы мне насказали для меня важного. Подите со мною, и перескажите  мне все сие еще раз несколько поподробнее."
125,Расстроенная семья острожками и подозрениями,Екатерина II,," Пожалуйте, не скажите никому, что вы меня видели. Иду, иду прогуливаться по улицам... не спрося дозволения ни у кого... в первые без  дядьки. Ведь сестра моя идет замуж... она будет жить по своей воле; для чего же бы и мне не  поступать, как мне вздумается?"
126,Расстроенная семья острожками и подозрениями,Екатерина II,," Сему я рад сердечно; я сам уже хотел о том говорит ему и вам. И я вам повторяю, что я сему сердечно рад. О! весьма ясно... так ясно, как и мой ответ. Жаль тебе его что ли?.. Знай, что за него я не хочу долги платит, сколько и кто бы ни  старался о том. Так ничего... Да сверх того... я дочь мою приневолить не имею склонности. Тобыло тогда так... а ныне инако. Современем объяснится. Да дочь моя не идет замуж. Излишен сей вопрос весьма и не у места; с каким намерением оба сии господа бы ни  приехали, все решилось, и нам до них и им до нас уже ни малейшего дела нет. Я почитаю, что между нами все сказано, повторения же были бы излишни."
127,Расстроенная семья острожками и подозрениями,Екатерина II,," Молчит обыкновенно всякой, когда говорить нечего. Жена, ты умничаешь... но не ко всякому пристало умствование. Для того, что мне так показалось нужно. Кто говорит противное! Ты сердца их сквозь-насквозь проглядела что ли? Тем лучше для него. Не помню. Друзья ему помогут. Имян их я не переписывал. Напротив того, я устал лишь говоря. Ты подашь ей утешение. Не трудитесь, пожалуй; она знает мое намерение. Сказывал... Для минования излишних разговоров. Не опасайся, душенька, она сама меня просила, чтоб я так поступил. И ведомо. Пошли, если ты мне не веришь, и я дожил до того, что слыву у тебя и глухим, и слепым,  и бестолковым. Мавру ты вздумала послать к дочери!.. тому не бывать... Мавру я сошлю завтра же в  деревню. Она весьма дорогого поведения. Имея много дел разных, где тебе приметить? Да... она слишком проворна, и от рук её... мало что уходит. Ты сегодня отменно любопытна, и вопрос один из уст твоих родится за другим. Ведь и ты, мой свет, не все же мне сказываешь. О! я этого поныне не говорю, и не требовал; только я заведу в своем доме иной  обряд... я не хочу более быть никем обманутым. Я не хочу, чтоб люди говорили, что я проведен... что меня заставляют делать что  хотят... чтоб я слыл кем управляем... Если слова мои подвержены какому толку, то пусть толкует их кто изволит и как  угодно. Я, сударь, говорю с своей женою, и между нами никто не должен мешаться... всякой в  своем доне властен, колико я разумею. А кому мой дом или обхождение не нравится, тот  волен из оного поудалиться. Я этого не говорю. Прощай, сударь."
128,Расстроенная семья острожками и подозрениями,Екатерина II,," Еще, мой свет, то ли будет!.. Теперь мы с тобою одни; я тебе дам знаки своего  чистосердечия... я тебе скажу, что не хочу отныне, чтоб Предын в мой дом более входил  ни которой ногою. Полно, как тебе не знать... перестань лукавить... Я все ваши обороты знаю, и они мне  известны... и более терпеть не буду. Я знаю даже до того, что Мавра у вас в доверенности. Я шуму из того, ради детей, не сделаю; но пересекать все сие начисто намерен, и буде  не уймешься... не... неверная... то разведусь с тобою... знай это! Ну, что  задумалась?.. признавайся передо мною скорее, я все ведаю. Как выдать в противность её воли? Говори. Каких бы причин ради? Стоя в передней, как ему кутить?"
129,Расстроенная семья острожками и подозрениями,Екатерина II,," Поди сюда, Прелеста, поди сюда. Чего изволишь, батюшка? Прелеста ли это, или кто иная? Ну, так спроси сама у ней, каков мил ей Добрин, и пойдет ли она охотно, иль по  неволе? Помилуйте, батюшка, как мне итти за Добрина! Слышишь ли, что она говорит? Я тогда не знала, что теперь я ведаю. Он не имеет ко мне склонности... он любит иную. И я слышал то же сам. Почему?.. так, матушка. Я слышала от человека... имя его я худо знаю. Здесь, ни при ком. Я сюда зашла, чтоб итти к вам. Узнаю, как увижу. По совести сказать... я узнал о том... от Двораброда. У вас, матушка, люди были. Мавру! Как ей прислать Мавру?.. разве ты позабыла, что я говорил о дурном её поведении? Ведь негодная девка всему раздору причиною."
130,Расстроенная семья острожками и подозрениями,Екатерина II,," Какая нужда была? зачем? Говори скорее... что же такое? Куда же он пошел? Кто же он был таков? Мой сын! А именем? Ушел из дома моего... не сказав мне слова; таится от меня... пошел к Двораброду...  ему вверился. Какого роду дело или связь... иметь сыну моему... с Дворабродом и его сволочью?.. Как  подумаю, то ужасаюсь! До того ли мне теперь... Прежде сего я б знал с кем советовать; на сей час я  один."
131,Расстроенная семья острожками и подозрениями,Екатерина II,," Где ты был? Я... батюшка... С вами, господин Двораброд?.. Я угорел, и для того я на час вышел. Ты угорел... угар в твои леты много делает действия над головою. Я, батюшка... уж не робенок. Правда... судить по росту... ты... ты не мал. Осталось решить только вопрос один, созрел ли в нем ум вместе с рассудком? То так, сударь. Он хотя и сын мой, но ум у него свой. По истине сказать, батюшка, я чувствую... не... немалую скуку. Как?.. как!.. тоску!.. и скуку!.. Так скоро пришедши с прогулки? Я прогуливался, это правда; только... мне... не... достает... знакомства... Знакомство не долго заводить... Но тут встречается вопрос короткий, с кем? О, батюшка!.. с людьми... и... С людьми... это речь глухая: людьми земля покрыта. Случалось ли вам чинить примечание, что чем собрание людьми многочисленнее, то тем  приветствия, а паче еще разговоры короче... и незначущее, и буде кто тут с кем  разговор вести намерен, то отведет один другого, заверно, на сторону. В малозначущих замыкаются смыслы разные; по нужде вмещается тут пустословие,  празднословие и недельные разговоры. Я, батюшка, теперь был у господина Двораброда, я видел собрание людей разных. Кто же таковы? Во-первых, Услужников, который у многих в большом уважении. Сия особа довольно известна; понеже говорят, будто торгует подрядами и от сего нажил  барыши, паче же сделался нужным, доставляя разным людям забавы... Видел еще я, батюшка, Тратова. Не того ли, который, получа в наследство множество серебряной столовой посуды, из  оной переделал себе хомуты? Быть может. Но по вашим же словам, обыкновенно судят по поступкам. Еще, батюшка, спознался я с Прамотом. О! сей имеет не малые достоинства... Он единожды из-за моря вывезенных на продажу  лошадей закупал целыми кораблями, и, держа несколько десятков бегунов на своей  конюшне, во весь день иного не делывал, как только что гонялся по городу и за городом  то на том, то на другом, возя в запас за собою коляски, одноколки, роспуски и иных  повозок множество, так что его встречали везде и повсюду с своим обозом. Беспечностью всего скорее лишиться можно имения. Мотыгин, батюшка, и Вероломлев меня оба весьма приласкали. Они тебя приласкали... Первого я только знаю потому, что его домашний скарб за долги  продан в один день с аукциона, пока он в другой закупил втридорога, вдесятеро противу  проданного, и все то паки заложил барышнику; второй же прославился вероломными делами  и безразсудностью, отчего и нажил себе имя в людях сходное с прозванием. Когда кошелек опустошен, сударь, тогда родится охота гнаться за выдумками. Еще я нашел тут Тяпдулина. Сему... фарфоровые заводы и заводчики весьма обязаны: он прежде сего нередко,  развеселясь, палкою бивал фарфоровые тарелки дюжинами, покупая нарочно для того  новые. Меня, батюшка, Фараонов, Маккаов, Шпадильин и Козырякин сажали играть... А ты, что вижу, соответствуя учтивости, садился... Удивительно! Стыда ради... я не садился. Стыда ради!.. в таком хорошем обществе!.. На содержание мне мало идет от вас... не с чем было начинать. Говорили, играть на  чистые... Как ты, повеса, осмелился при мне подобное выговорить! Вы гневаетеся на меня... Отпустите меня в чужие краи, или здесь позвольте мне жить по  своей воле."
132,Расстроенная семья острожками и подозрениями,Екатерина II,," А вот, матушка, тот человек, о котором вы спрашивали. Глаза на то сделаны, чтобы глядеть. А вы, сударь, видите все... окроме того, что бы видеть должно. Господа, внемлите мою просьбу, она замыкается в двух статьях кратких: во-первых,  извините меня; второе, прошу вас, объяснитеся со мною. Нашлися добрые люди, кои предуспели дочь мою уверить, что вы к ней не имеете  склонности. Еще мне сказано, что на вас долг велик. Не трудно его сыскать... Господин Двораброд здесь сам, от него я слышал. Как вы думаете? несклонности Прелесты кто положил начало? кто ее привел в  сомнение? Господин же Двораброд. Он насказал Прслесте неведомо что... Что вы любите иную, что он тому очевидный свидетель."
133,Расстроенная семья острожками и подозрениями,Екатерина II,," Поди сюда, жена, послушай, что здесь происходит. О сем он ни словом не заикался мне. Ну, господин Добрин, что вы начали говорить? То так. Но я вижу и понимаю, что с вами опасно знаться; вы весьма способны  перессорить город целый между собою и со предместьем... Вы никого не пощадите, и все  то будет из осторожности... Я сам тому живой образец. Вы меня поссорили с женою, с  другом... Сына моего, не знаю как, вы предуспели к себе в дом привлечь, вывесть его из  послушания и познакомить с людьми, кои мне неприятны и от коих ему перенять нечего...  Дочь мою вы отвлекли от пристойного замужства... Жениха её вы привели в сомнение...  Дом ваш мне не надобен, я его не покупаю, тем паче, что он заложон. И впредь запрещаю  вам входить ко мне на двор. Я век жил без ваших внушений и советов, а жил спокоен. Я вам говорю: подите скорее  отсель, пока еще не велю вас прогнать. Стал бы двоякими словами защищаться, либо снова стараться заводить сомнения или  подозрения. Прощайте. О чем ты плачешь? Поистине сказать, когда послал к вам, чтоб вы ко мне приехали и привезли с собою  Добрина, тогда мое было намерение поправить испорченное Дворабродом. Нет... нет. Сие казаться может... будто... за ними гонимся. Предаться вашей воле."
134,Расстроенная семья острожками и подозрениями,Екатерина II,," A, a! Ваш поступок сей... не инако приемлю... как... как... приязненным и учтивым... Я... я  желал объяснить с вами каверзы Двораброда. Знаю, сударь. То так, сударь. Нет, сударь, нет... Спросим у неё. Прелеста, я надеюсь, что в твоих мыслях сомнения  все исчезли, и что, возобновя данное уже слово, я тебя не приневолю. Волю родителей моих исполнять я всегда почитала детским долгом... Неравнодушие мое  обнаружилось более, нежели я б хотела..."
135,Расстроенная семья острожками и подозрениями,Екатерина II,, Нельзя жениться?.. как?.. как?.. Как ее зовут?
136,Расстроенная семья острожками и подозрениями,Екатерина II,," Добро, женися. О прочем поговорим после. Полно о сем говорить. У кого Двораброд в дом вселится, лишь послушай его кто, участь  всякого отяготит. Батюшка, простите, пожалуй, брата."
137,Бригадир,Фонвизин,1765/1769," Так ежели бог благословит, то двадцать шестое число быть свадьбе. Hélas! Очень изрядно, добрый сосед. Мы хотя друг друга и недавно узнали, однако это не  помешало мне, проезжая из Петербурга домой, заехать к вам в деревню с женою и сыном.  Такой советник, как ты, достоин быть другом от армии бригадиру, и я начал уже со всеми  вами обходиться без чинов. Для нас, сударь, фасоны не нужны. Мы сами в деревне обходимся со всеми без  церемонии. Ах, сколь счастлива дочь наша! Она идет за того, который был в Париже. Ах, радость  моя! Я довольно знаю, каково жить с тем мужем, который в Париже не был. Madame! Я благодарю вас за вашу учтивость. Признаюсь, что я хотел бы иметь и сам  такую жену, с которою бы я говорить не мог иным языком, кроме французского. Наша жизнь  пошла бы гораздо счастливее. О Иванушка! Бог милостив. Вы, конечно, станете жить лучше нашего. Ты, слава богу, в  военной службе не служил, и жена твоя не будет ни таскаться по походам без жалованья,  ни отвечать дома за то, чем в строю мужа раздразнили. Мой Игнатий Андреевич вымещал на  мне вину каждого рядового. Жена, не все ври, что знаешь. Полно, соседушка. Не греши, ради бога. Не гневи господа. Знаешь ли ты, какую разумную  сожительницу имеешь? Она годится быть коллегии президентом. Вот как премудра Акулина  Тимофеевна. Премудра! Вот-на, соседушка! Ты, жалуя нас, так говорить изволишь, а мне кажется,  будто премудрость ее очень на глупость походит. Иное дело твоя Авдотья Потапьевна. О!  я сказать ей могу, в глаза и за глаза, что ума у нее целая палата. Я мужчина и  бригадир, однако ей-ей рад бы потерять все мои патенты на чины, которые купил я кровию  моею, лишь бы только иметь разум ее высокородия. Dieu! Сколько прекрасных комплиментов, батюшка! тесть! матушка! теща! А сколько умов,  голова головы лучше. А я могу и о тебе также сказать, дорогой зятюшка, что в тебе путь будет. Прилежи  только к делам, читай больше. К каким делам? Что читать? Читать? Артикул и устав военный; не худо прочесть также инструкцию межевую молодому  человеку. Паче всего изволь читать уложение и указы. Кто их, будучи судьею, толковать умеет,  тот, друг мой зятюшка, нищим быть не может. Не худо пробежать также и мои расходные тетрадки. Лучше плуты-люди тебя не обманут.  Ты тамо не дашь уже пяти копеек, где надобно дать четыре копейки с денежкой. Боже тебя сохрани от того, чтоб голова твоя наполнена была иным чем, кроме любезных  романов! Кинь, душа моя, все на свете науки. Не поверишь, как такие книги просвещают.  Я, не читав их, рисковала бы остаться навеки дурою. Madame, вы говорите правду. О! Vous avez raison. Я сам, кроме романов, ничего не  читывал, и для того-то я таков, как вы меня видите. Для того-то ты и дурак. Mademoiselle, что вы говорить изволите? То, что я о вас думаю. А что бы это было? Je vous prie, не льстите мне. Оставь ее, зятюшка. Она, не знаю о чем-то, с ума сходит. О! это пройдет. У меня жена перед свадьбою недели полторы без ума шаталась; однако  после того лет десятка с три в таком совершенном благоразумии здравствует, что никто  того и приметить не может, чтоб она когда-нибудь была умнее. Дан бог тебе, батюшка, здоровье. Продли бог долгие твои веки; а я, с тобой живучи,  ума не потеряла. Всеконечно, и мне весьма приятно, что дочь моя иметь будет такую благоразумную  свекровь. Для чего моей падчерице и не быть вашею снохой? Мы все дворяне. Мы все равны. Она правду говорит. Мы равны почти во всем. Ты, любезный друг и сват, точно то в  военной службе, что я в статской. Тебе еще до бригадирства распроломали голову, а я до  советничества в Москве ослеп в коллегии. В утешение осталось только то, что меня  благословил бог достаточном, который нажил я в силу указов. Может быть, я имел бы свой  кусок хлеба и получше, ежели бы жена моя не такая была охотница до корнетов, манжет и  прочих вздоров, не служащих ни к временному, ни к вечному блаженству. Неужели ты меня мотовкой называешь, батюшка? Опомнись. Полно скиляжничать. Я  капабельна с тобою развестись, ежели ты еще меня так шпетить станешь. Без власти создателя и святейшего синода развестись нам невозможно. Вот мое мнение.  Бог сочетает, человек не разлучает. Разве в России бог в такие дела мешается? По крайней мере, государи мои, во Франции  он оставил на людское произволение — любить, изменять, жениться и разводиться. Да то во Франции, а не у нас, правоверных. Нет, дорогой зять, как мы, так и жены  наши, все в руце создателя. У него все власы главы нашея изочтены суть. Вить вот, Игнатий Андреевич, ты меня часто ругаешь, что я то и дело деньги да деньги  считаю. Как же это? Сам господь волоски наши считать изволит, а мы, рабы его, мы и  деньги считать ленимся, — деньги, которые так редки, что целый парик изочтенных  волосов насилу алтын за тридцать достать можно. Враки. Я не верю, чтоб волосы были у всех считаны. Не диво, что наши сочтены. Я —  бригадир, и ежели у пяти классов волосов не считают, так у кого же и считать их  ему? Не греши, мой батюшка, ради бога. У него генералитет, штаб и обер-офицеры в одном  ранге. Ай, жена! Я тебе говорю, не вступайся. Или я скоро сделаю то, что и впрямь на твоей  голове нечего считать будет. Как бы ты бога-то узнала побольше, так бы ты такой  пустоши и не болтала. Как можно подумать, что богу, который всё знает, неизвестен  будто наш табель о рангах? Стыдное дело. Оставьте такие разговоры. Разве нельзя о другом дискюрировать? Выбрали такую  серьезную материю, которую я не понимаю. Я и сам, матушка, не говорю того, чтоб забавно было спорить о такой материи, которая  не принадлежит ни до экзерциции, ни до баталий, и ничего такого, что бы... Что бы по крайней мере хотя служило к должности судьи, истца или ответчика. Я сам,  правду сказать, неохотно говорю о том, о чем разговаривая, не можно сослаться ни на  указы, ни на уложенье. C'est plus intéressant. Шутишь, радость. Я почему знаю, что ест вся эта скотина? Не стыди меня! Матушка Акулина Тимофеевна, люди наши едят застольное. Не прогневайся  на жену мою. Ей до того дела нет: хлеб и овес я сам выдаю. Так-то у меня мой Игнатий Андреич: ему ни до чего дела нет. Я одна хожу в анбары. Сокровище, а не женщина! Какие у нее медоточивые уста! Послушать ее только, так раб  греха и будешь: нельзя не прельститься. Хвалю разумное попечение твоей супруги о домашней экономии. Благодарен я за ее экономию. Она для нее больше думает о домашнем скоте, нежели обо  мне. Да как же, мой батюшка? Вить скот сам о себе думать не может. Так не надобно ли мне о  нем подумать? Ты, кажется, и поумнее его, а хочешь, чтобы я за тобою  присматривала. Слушай, жена, мне все равно, сдуру ли ты врешь или из ума, только я тебе при всей  честной компании сказываю, чтобы ты больше рта не отворяла. Ей-ей, будет худо! Mon père! Не горячитесь. Что, не горячитесь? Mon père, я говорю, не горячитесь. Да первого-то слова, черт те знает, я не разумею. Ха-ха-ха-ха, теперь я стал виноват в том, что вы по-французски не знаете! Эк он горло-то распустил. Да ты, смысля по-русски, для чего мелешь то, чего здесь не  разумеют? Полно, сударь. Разве ваш сын должен говорить с вами только тем языком, который вы  знаете? Батюшка, Игнатий Андреевич, пусть Иванушка говорит как хочет. По мне все равно. Иное  говорит он, кажется, по-русски, а я, как умереть, ни слова не разумею. Что и говорить,  ученье свет, неученье тьма. Конечно, матушка! Кому бог открыл грамоту, так над тем и сияет благодать его. Ныне,  слава богу, не прежни времена. Сколько грамотей у нас развелось: и то-то, вить кому  господь откроет. Прежде, бывало, кто писывали хорошо по-русски, так те знавали  грамматику; а ныне никто ее не знает, а все пишут. Сколько у нас исправных секретарей,  которые экстракты сочиняют без грамматики, любо-дорого смотреть! У меня на примете  есть один, который что когда напишет, так иной ученый и с грамматикою вовеки того  разуметь не может. На что, сват, грамматика? Я без нее дожил почти до шестидесяти лет, да и детей взвел.  Вот уже Иванушке гораздо за двадцать, а он — в добрый час молвить, в худой помолчать —  и не слыхивал о грамматике. Конечно, грамматика не надобна. Прежде нежели ее учить станешь, так вить ее купить  еще надобно. Заплатишь за нее гривен восемь, а выучишь ли, нет ли — бог знает. Черт меня возьми, ежели грамматика к чему-нибудь нужна, а особливо в деревне. В  городе по крайней мере изорвала я одну на папильоты."
138,Бригадир,Фонвизин,1765/1769," Боже мой! Он приехал, а я невеста другому. Пойдем же навстречу сына друга моего и погуляем с ним по саду. Не изволите ли и вы проходиться? Нет, сударь, я останусь здесь. Мне сын ваш сделает компанию. De tout mon coeur, я с вами наедине быть рад. Вы, матушка, не изволите ли также прогуляться? Изволь, изволь, мой батюшка."
139,Бригадир,Фонвизин,1765/1769," Мне кажется, сударыня, что ваш сожитель не больше свету знает, сколько для отставного  советника надобно. Вы правду сказали: он ни с кем в жизнь свою не обходился, как с секретарями и  подьячими. Он, я вижу, походит на моего батюшку, который во свой век разумных людей бегал. Ах, радость моя! Мне мило твое чистосердечие. Ты не щадишь отца своего! Вот прямая  добродетель нашего века. Черт меня возьми, ежели я помышляю его менажировать. В самом деле, жизнь моя, мне кажется, он не умнее моего мужа, которого глупее на  свете и бывают, однако очень редко. Ваш резонеман справедлив. Скажите ж, сударыня, что вы думаете о моей матери? Как, радость! В глаза мне это тебе сказать совестно. Пожалуй, говори, что изволишь. Я индиферан во всем том, что надлежит до моего отца и  матери. Не правда ли, что она свет знает столько же, сколько ваш батюшка? Я сама стражду, душа моя, от моего урода. Муж мой — прямая приказная строка. Я живу  несколько лет с ним здесь в деревне и клянусь тебе, что все способы к отмщению до сего  времени у меня отняты были. Все соседи наши такие неучи, такие скоты, которые сидят по  домам, обнявшись с женами. А жены их — ха-ха-ха-ха! — жены их не знают еще и до сих  пор, что это — дезабилье, и думают, что будто можно прожить на сем свете в  полшлафроке. Они, душа моя, ни о чем больше не думают, как о столовых припасах; прямые  свиньи... Pardieu! Поэтому мать моя годится в число ваших соседок; а давно ли вы живете с такою  тварью? Муж мой пошел в отставку в том году, как вышел указ о лихоимстве. Он увидел, что ему  в коллегии делать стало нечего, и для того повез меня мучить в деревню. Которую, конечно, нажил до указа. При всем том он скуп и тверд, как кремень. Или как моя матушка. Я без лести могу сказать о ней, что она за рубль рада вытерпеть  горячку с пятнами. Мой урод при всем том ужасная ханжа: не пропускает ни обедни, ни завтрени и думает,  радость моя, что будто бог столько комплезан, что он за всенощною простит ему то, что  днем наворовано. Напротив того, мой отец, кроме зари, никогда не маливался. Он, сказывают, до женитьбы  не верил, что и черт есть; однако, женяся на моей матушке, скоро поверил, что нечистый  дух экзистирует. Переменим речь, je vous en prie; мои уши терпеть не могут слышать о чертях и о тех  людях, которые столь много на них походят. Madame! Скажите мне, как вы ваше время проводите? Ах, душа моя, умираю с скуки. И если бы поутру не сидела я часов трех у туалета, то  могу сказать, умереть бы все равно для меня было; я тем только и дышу, что из Москвы  присылают ко мне нередко головные уборы, которые я то и дело надеваю на голову. По моему мнению, кружева и блонды составляют голове наилучшее украшение. Педанты  думают, что это вздор и что надобно украшать голову снутри, а не снаружи. Какая  пустота! Черт ли видит то, что скрыто, а наружное всяк видит. Так, душа моя: я сама с тобою одних сентиментов; я вижу, что у тебя на голове пудра,  а есть ли что в голове, того, черт меня возьми, приметить не могу. Pardieu! Конечно, этого и никто приметить не может. После туалета лучшее мое препровождение в том, что я загадываю в карты. Вы знаете загадывать, grand dieu! Я сам могу назваться пророком. Хотите ли, чтоб  показал я вам мое искусство? Ах, душа моя! Ты одолжишь меня чрезвычайно. Сперва вы мне отгадайте, а там я вам. С радостью. Изволь загадывать короля и даму. Загадал. Боже мой! Он женится! Что мне этого несноснее! А дама его не любит... Черт меня возьми, ежели и я люблю. Нет, нет сил более терпеть. Я загадал о себе. Ah,  madame! Или вы не видите того, что я жениться не хочу? Вы жениться не хотите? Разве падчерица моя не довольно пленила ваше сердце? Она  столько постоянна! Она постоянна!.. О, верх моего несчастья! Она еще и постоянна! Клянусь вам, что ежели  я это в ней, женяся, примечу, то ту же минуту разведусь с нею. Постоянная жена во мне  ужас производит. Ah, madame! Ежели б вы были жена моя, я бы век не развелся с  вами. Ах, жизнь моя! Чего не может быть, на что о том терзаться? Я думаю, что и ты не  наскучил бы мне лишними претензиями. Позволь теперь, madame, отгадать мне что-нибудь вам. Задумайте и вы короля и  даму. Очень хорошо. Король трефовый и керовая дама. Король смертно влюблен в даму. Ах, что я слышу! Я в восхищении. Я вне себя с радости. И дама к нему не без склонности. Ах, душа моя, не без склонности! Скажи лучше, влюблена до безумия. Я бы жизнь свою, я бы тысячи жизней отдал за то, чтоб сведать, кто эта керовая дама.  Вы краснеете, вы бледнеете. Конечно, это... Ах, как несносно признаваться в своей пассии! Так это вы... Я, я сама. А кто этот преблагополучный трефовый король, который возмог пронзить сердце коровой  дамы? Ты хочешь, чтоб я все вдруг тебе сказала. Так, madame, так. Я этого хочу, и ежели не я тот преблагополучный трефовый король,  так пламень мой к вам худо награжден. Как! И ты ко мне пылаешь? Ты керовая дама! Ты трефовый король! О счастье! О bonheur! Может быть, ты, душа моя, и не ведаешь того, что невеста твоя влюблена в Добролюбова  и что он сам в нее влюблен смертно."
